cohort,seed,candidate_build,published_build,PlayerID,status,Name,Team,Age,Baseline,CandidateMeanDelta,PublishedMeanDelta,DeltaDifference,CandidateMeanOvr,PublishedMeanOvr,OvrDifference,CandidateStdDelta,PublishedStdDelta
sample,99,20260919031640,20260919031641,562,shared,Tristan Thompson,NYK,27,54.0,-1.21,-0.67,-0.5399999999999999,52.79,53.33,-0.5399999999999991,1.3654835973183472,2.2113344387495983
sample,99,20260919031640,20260919031641,564,shared,Marcus Thornton (TO),CHI,31,62.0,-0.71,-1.28,0.5700000000000001,61.29,60.72,0.5700000000000003,1.0079983164969104,0.7664690127296389
sample,99,20260919031640,20260919031641,580,shared,Greivis Vásquez (PO),MIN,31,61.0,-0.49,-1.47,0.98,60.51,59.53,0.9799999999999969,0.9999494936740503,0.6883591968139771
sample,99,20260919031640,20260919031641,585,shared,Dwyane Wade (PO),OKC,36,62.0,-2.61,-2.89,0.28000000000000025,59.39,59.11,0.28000000000000114,0.9523495665824062,0.7900262110470857
sample,99,20260919031640,20260919031641,589,shared,Kemba Walker,WAS,28,69.0,-0.14,0.54,-0.68,68.86,69.54,-0.6800000000000068,0.9322504540577651,0.9787644241490379
sample,99,20260919031640,20260919031641,593,shared,John Wall,POR,28,62.0,0.62,1.22,-0.6,62.62,63.22,-0.6000000000000014,0.8619920550853721,0.7188655484634637
sample,99,20260919031640,20260919031641,604,shared,Russell Westbrook (PO),OKC,30,78.0,0.49,0.56,-0.07000000000000006,78.49,78.56,-0.07000000000000739,0.7719187689508435,0.4988876515698588
sample,99,20260919031640,20260919031641,618,shared,Deron Williams,HOU,34,61.0,-1.68,-1.4,-0.28,59.32,59.6,-0.28000000000000114,0.9307323064461799,0.6816498108607268
sample,99,20260919031640,20260919031641,619,shared,Derrick Williams,IND,27,49.0,-0.7,-0.2,-0.49999999999999994,48.3,48.8,-0.5,3.5147596437786963,2.9678411022291624
sample,99,20260919031640,20260919031641,621,shared,Jordan Williams,DET,28,66.0,0.0,1.0,-1.0,66.0,67.0,-1.0,0.9320337272260424,1.3558701406786118
sample,99,20260919031640,20260919031641,622,shared,Lou Williams (PO),CHI,32,66.0,-0.53,-0.99,0.45999999999999996,65.47,65.01,0.45999999999999375,0.8463230035055328,0.846800275785682
sample,99,20260919031640,20260919031641,624,shared,Marvin Williams (TO),SAC,32,62.0,-0.51,-1.21,0.7,61.49,60.79,0.7000000000000028,0.9265445744727281,0.7005769628014333
sample,99,20260919031640,20260919031641,625,shared,Reggie Williams,CHI,32,54.0,-2.09,-5.36,3.2700000000000005,51.91,48.64,3.269999999999996,1.8807638680261611,0.8229044398784813
sample,99,20260919031640,20260919031641,631,shared,Brandan Wright,SA,31,57.0,-0.61,-1.46,0.85,56.39,55.54,0.8500000000000014,1.1091447246423798,0.6578200914591106
sample,99,20260919031640,20260919031641,633,shared,Dorell Wright (PO),MIN,33,65.0,-1.64,-1.62,-0.019999999999999796,63.36,63.38,-0.020000000000003126,0.9158536339327799,0.788554488807325
sample,99,20260919031640,20260919031641,637,shared,Thaddeus Young,CLE,30,67.0,-0.67,0.48,-1.15,66.33,67.48,-1.1500000000000057,0.8882510337679879,0.6432242017658958
sample,99,20260919031640,20260919031641,668,shared,Thanasis Antetokounmpo,DEN,26,43.0,0.97,-0.92,1.8900000000000001,43.97,42.08,1.8900000000000006,4.656818613169251,3.589209417465668
sample,99,20260919031640,20260919031641,672,shared,Keith Appling,UTA,26,38.0,2.43,3.91,-1.48,40.43,41.91,-1.4799999999999969,5.701771831650405,3.7688114033391753
sample,99,20260919031640,20260919031641,698,shared,Harrison Barnes,TOR,26,76.0,1.68,1.4,0.28,77.68,77.4,0.28000000000000114,0.6337319319839908,0.568535243614961
sample,99,20260919031640,20260919031641,723,shared,Dāvis Bertāns,ORL,26,56.0,0.44,-0.06,0.5,56.44,55.94,0.5,1.7827455842553133,1.3985562541276613
sample,99,20260919031640,20260919031641,729,shared,Sim Bhullar,MIA,26,57.0,-0.07,-0.37,0.3,56.93,56.63,0.29999999999999716,1.7189085096788792,1.910391572321224
sample,99,20260919031640,20260919031641,738,shared,Tarik Black,CHA,27,43.0,0.67,0.32,0.35000000000000003,43.67,43.32,0.3500000000000014,4.380985083634763,2.9708346614812786
sample,99,20260919031640,20260919031641,745,shared,Bojan Bogdanović,ORL,29,49.0,-1.61,-1.19,-0.42000000000000015,47.39,47.81,-0.4200000000000017,3.2964474296681354,1.475010700183753
sample,99,20260919031640,20260919031641,774,shared,Malcolm Brogdon,MIN,26,62.0,0.14,-0.25,0.39,62.14,61.75,0.39000000000000057,0.9849370589540278,0.7703468981143129
sample,99,20260919031640,20260919031641,777,shared,Anthony Brown,IND,26,56.0,0.42,-0.24,0.6599999999999999,56.42,55.76,0.6600000000000037,1.5516690264604651,1.457270175237373
sample,99,20260919031640,20260919031641,782,shared,Jabari Brown,CHI,26,47.0,0.65,-1.62,2.27,47.65,45.38,2.269999999999996,4.365556185422518,4.583192835312143
sample,99,20260919031640,20260919031641,787,shared,Markel Brown,BOS,26,45.0,-0.17,-1.94,1.77,44.83,43.06,1.769999999999996,3.739105386440597,3.946152710187634
sample,99,20260919031640,20260919031641,797,shared,Reggie Bullock,ORL,27,56.0,-0.89,-1.14,0.2499999999999999,55.11,54.86,0.25,0.9089343299499784,2.0351457396997845
sample,99,20260919031640,20260919031641,798,shared,Trey Burke,BOS,26,65.0,1.81,0.93,0.88,66.81,65.93,0.8799999999999955,0.895499409223251,0.7142842712828137
sample,99,20260919031640,20260919031641,802,shared,Dwight Buycks,LAL,29,40.0,0.29,-2.17,2.46,40.29,37.83,2.460000000000001,6.601645035270921,3.3935619378851216
sample,99,20260919031640,20260919031641,807,shared,Nick Calathes,NOL,29,42.0,-1.52,-2.41,0.8900000000000001,40.48,39.59,0.8899999999999935,3.1478066758755805,4.136789854830711
sample,99,20260919031640,20260919031641,820,shared,Michael Carter-Williams,TOR,27,63.0,0.47,0.61,-0.14,63.47,63.61,-0.14000000000000057,0.9791255632894427,0.723278171336114
sample,99,20260919031640,20260919031641,853,shared,Jordan Clarkson,POR,26,63.0,0.93,0.63,0.30000000000000004,63.93,63.63,0.29999999999999716,0.8905224887841424,0.7338152686370382
sample,99,20260919031640,20260919031641,887,shared,Jae Crowder (PO),LAL,28,64.0,0.06,0.68,-0.6200000000000001,64.06,64.68,-0.6200000000000045,0.8855746294030922,0.6798692684790381
sample,99,20260919031640,20260919031641,912,shared,Nando De Colo,POR,31,61.0,-0.75,-1.37,0.6200000000000001,60.25,59.63,0.6199999999999974,0.8804842561071295,0.7608474807008886
sample,99,20260919031640,20260919031641,914,shared,Bryce Dejean-Jones,HOU,26,34.0,1.55,-2.02,3.5700000000000003,35.55,31.98,3.5699999999999967,4.10068976705829,4.765151274268915
sample,99,20260919031640,20260919031641,928,shared,Gorgui Dieng,GSW,28,51.0,-1.8,-0.62,-1.1800000000000002,49.2,50.38,-1.1799999999999997,2.888500362373933,1.482422260213249
sample,99,20260919031640,20260919031641,1247,shared,Cleanthony Early,BOS,27,53.0,0.31,0.97,-0.6599999999999999,53.31,53.97,-0.6599999999999966,2.254938463627661,1.5983261446420953
sample,99,20260919031640,20260919031641,1250,shared,Jarell Eddie,BOS,27,51.0,-0.74,-0.61,-0.13,50.26,50.39,-0.13000000000000256,2.6727959861984196,1.1361373512071862
sample,99,20260919031640,20260919031641,1265,shared,James Ennis III,IND,28,36.0,-0.25,-2.79,2.54,35.75,33.21,2.539999999999999,4.770225414490442,3.0161015710464203
sample,99,20260919031640,20260919031641,1277,shared,Cristiano Felício,MEM,26,38.0,2.2,-1.51,3.71,40.2,36.49,3.710000000000001,5.548682617331686,1.822945778988314
sample,99,20260919031640,20260919031641,1294,shared,Evan Fournier,NOL,26,46.0,-0.26,-0.62,0.36,45.74,45.38,0.35999999999999943,2.7620077604320503,3.5923037823444828
sample,99,20260919031640,20260919031641,1331,shared,Rudy Gobert,DEN,26,32.0,1.5,-1.26,2.76,33.5,30.74,2.7600000000000016,4.995957962152601,4.462232081763022
sample,99,20260919031640,20260919031641,1341,shared,Jerian Grant,SA,26,53.0,0.1,-2.26,2.36,53.1,50.74,2.3599999999999994,2.8621528945741517,2.163143989472711
sample,99,20260919031640,20260919031641,1361,shared,P.J. Hairston,DAL,26,48.0,-0.74,-2.8,2.0599999999999996,47.26,45.2,2.059999999999995,3.486250047535229,2.756076848703533
sample,99,20260919031640,20260919031641,1375,shared,Tim Hardaway Jr.,NYK,26,51.0,-0.56,-1.98,1.42,50.44,49.02,1.4199999999999946,2.5988342374879148,2.6361128407355605
sample,99,20260919031640,20260919031641,1402,shared,John Henson,IND,28,59.0,-0.77,0.82,-1.5899999999999999,58.23,59.82,-1.5900000000000034,0.8744984132332516,0.6572055933413774
sample,99,20260919031640,20260919031641,1410,shared,Buddy Hield,SAC,26,48.0,1.08,-0.26,1.34,49.08,47.74,1.3399999999999963,4.466892802959492,2.285748556741635
sample,99,20260919031640,20260919031641,1426,shared,Rodney Hood,ORL,26,58.0,0.15,-0.24,0.39,58.15,57.76,0.39000000000000057,0.9574271077563382,1.32664991614216
sample,99,20260919031640,20260919031641,1452,shared,Joe Ingles,ORL,31,52.0,-1.79,-5.33,3.54,50.21,46.67,3.539999999999999,2.180237221825722,0.876805496554326
sample,99,20260919031640,20260919031641,1483,shared,John Jenkins,MIA,27,55.0,-0.34,0.25,-0.5900000000000001,54.66,55.25,-0.5900000000000034,1.7478413815187852,1.217506974240079
sample,99,20260919031640,20260919031641,1505,shared,Tyler Johnson,ATL,26,57.0,-0.06,-0.81,0.75,56.94,56.19,0.75,1.1618515352225471,0.7613783354528614
sample,99,20260919031640,20260919031641,1519,shared,Kevin Jones,WAS,29,62.0,-0.33,0.89,-1.22,61.67,62.89,-1.2199999999999989,1.0352865216055804,0.8151965741742628
sample,99,20260919031640,20260919031641,1523,shared,Terrence Jones (PO),DAL,26,63.0,0.96,0.96,0.0,63.96,63.96,0.0,0.9631597830457663,0.803024585457061
sample,99,20260919031640,20260919031641,1538,shared,Ryan Kelly,PHI,27,49.0,-0.01,-0.5,0.49,48.99,48.5,0.490000000000002,3.5348052965967565,2.3203099758089185
sample,99,20260919031640,20260919031641,1570,shared,Doron Lamb (PO),PHI,27,60.0,-0.59,-0.57,-0.020000000000000018,59.41,59.43,-0.020000000000003126,0.8176709965419211,0.6854181058288289
sample,99,20260919031640,20260919031641,1590,shared,Meyers Leonard,TOR,26,46.0,0.68,3.13,-2.4499999999999997,46.68,49.13,-2.450000000000003,4.2016831644165435,1.4400827697873426
sample,99,20260919031640,20260919031641,1597,shared,Damian Lillard,ATL,28,63.0,-0.06,1.18,-1.24,62.94,64.18,-1.240000000000009,0.8017657281452499,0.7018014338295787
sample,99,20260919031640,20260919031641,1627,shared,Boban Marjanović,LAL,30,55.0,-0.88,0.31,-1.19,54.12,55.31,-1.1900000000000048,1.539250768813493,0.7479939501726932
sample,99,20260919031640,20260919031641,1656,shared,CJ McCollum,LAL,27,40.0,1.62,-0.83,2.45,41.62,39.17,2.4499999999999957,6.642045443744544,5.750810219596729
sample,99,20260919031640,20260919031641,1657,shared,T.J. McConnell,SAC,26,47.0,0.75,-2.23,2.98,47.75,44.77,2.979999999999997,3.898652966024925,2.068791673876079
sample,99,20260919031640,20260919031641,1664,shared,Doug McDermott,NOL,26,51.0,0.62,0.01,0.61,51.62,51.01,0.6099999999999994,3.326599258441363,3.2395753556366738
sample,99,20260919031640,20260919031641,1696,shared,Quincy Miller,ATL,26,66.0,0.38,-0.35,0.73,66.38,65.65,0.7299999999999898,0.8137703743822466,0.7571210756756961
sample,99,20260919031640,20260919031641,1697,shared,Elijah Millsap,LAL,31,40.0,-0.94,-2.32,1.38,39.06,37.68,1.3800000000000026,2.7073413101596495,1.3094836672320411
sample,99,20260919031640,20260919031641,1702,shared,Nikola Mirotić,TOR,27,67.0,0.2,0.75,-0.55,67.2,67.75,-0.5499999999999972,0.8989331499509894,0.7299508769967218
sample,99,20260919031640,20260919031641,1730,shared,Arnett Moultrie (PO),NYK,28,55.0,-0.64,0.25,-0.89,54.36,55.25,-0.8900000000000006,2.047516357034354,1.1492202011394819
sample,99,20260919031640,20260919031641,1732,shared,Shabazz Muhammad,CHA,26,50.0,-0.1,0.17,-0.27,49.9,50.17,-0.2700000000000031,3.707758722931517,2.534828107654153
sample,99,20260919031640,20260919031641,1734,shared,Xavier Munford,PHI,26,61.0,0.31,0.03,0.28,61.31,61.03,0.28000000000000114,0.8726483550177307,0.6428314889862842
sample,99,20260919031640,20260919031641,1750,shared,Shabazz Napier,CHA,27,43.0,0.42,-0.01,0.43,43.42,42.99,0.4299999999999997,4.355838993045236,3.2426918609467825
sample,99,20260919031640,20260919031641,1756,shared,Raul Neto,GSW,26,58.0,0.63,-0.23,0.86,58.63,57.77,0.8599999999999994,1.0215357818184116,1.3092908096532352
sample,99,20260919031640,20260919031641,1791,shared,Victor Oladipo,NOL,26,56.0,-0.54,-1.41,0.8699999999999999,55.46,54.59,0.8699999999999974,0.8216760402686176,0.8420153793072304
sample,99,20260919031640,20260919031641,1794,shared,Kelly Olynyk,LAL,27,60.0,0.0,0.3,-0.3,60.0,60.3,-0.29999999999999716,0.8989331499509894,0.7587869106393283
sample,99,20260919031640,20260919031641,1817,shared,Adreian Payne,ATL,27,47.0,1.08,0.53,0.55,48.08,47.53,0.5499999999999972,4.912733403610407,2.9897298955733187
sample,99,20260919031640,20260919031641,1899,shared,Austin Rivers,POR,26,49.0,0.67,-0.24,0.91,49.67,48.76,0.9100000000000037,3.4613449829378586,2.3230074550813726
sample,99,20260919031640,20260919031641,1911,shared,Thomas Robinson (TO),TOR,27,56.0,-0.01,-0.23,0.22,55.99,55.77,0.21999999999999886,2.4391379500540635,1.1087803837523191
sample,99,20260919031640,20260919031641,1915,shared,Terrence Ross,MIL,27,59.0,-0.51,-0.8,0.29000000000000004,58.49,58.2,0.28999999999999915,1.7026123718829516,0.6513389472789297
sample,99,20260919031640,20260919031641,1954,shared,Tornike Shengelia,IND,27,57.0,-0.24,-0.11,-0.13,56.76,56.89,-0.13000000000000256,1.4363252775852353,1.0907786117255782
sample,99,20260919031640,20260919031641,1990,shared,Tony Snell,MEM,27,61.0,0.13,0.24,-0.10999999999999999,61.13,61.24,-0.10999999999999943,0.9708373975724529,0.698049229834635
sample,99,20260919031640,20260919031641,2001,shared,Alex Stepheson,LAL,31,40.0,-1.9,-6.39,4.49,38.1,33.61,4.490000000000002,2.311586975096188,0.6339709708805223
sample,99,20260919031640,20260919031641,2012,shared,Jared Sullinger,MIL,26,61.0,0.7,-0.08,0.7799999999999999,61.7,60.92,0.7800000000000011,0.8102873913406626,0.747791360736348
sample,99,20260919031640,20260919031641,2020,shared,Edy Tavares,ATL,26,40.0,2.27,-1.67,3.94,42.27,38.33,3.940000000000005,5.391454143158206,3.728283922946455
sample,99,20260919031640,20260919031641,2024,shared,Tyshawn Taylor,MIA,28,56.0,-0.62,-0.09,-0.53,55.38,55.91,-0.529999999999994,2.3646384822029667,1.6883139638124303
sample,99,20260919031640,20260919031641,2055,shared,Axel Toupane,NOL,26,32.0,2.08,1.22,0.8600000000000001,34.08,33.22,0.8599999999999994,5.897576972063538,3.7188572155837045
sample,99,20260919031640,20260919031641,2068,shared,Jonas Valančiūnas,SA,26,66.0,0.46,0.66,-0.2,66.46,66.66,-0.20000000000000284,0.9036402251812703,0.8067893720848651
sample,99,20260919031640,20260919031641,2113,shared,Travis Wear,BOS,28,36.0,1.78,1.63,0.15000000000000013,37.78,37.63,0.14999999999999858,6.583695808970102,4.370828458558104
sample,99,20260919031640,20260919031641,2169,shared,Jeff Withey,MEM,28,45.0,-1.2,-2.6,1.4000000000000001,43.8,42.4,1.3999999999999986,4.583677673015525,3.348450568863339
sample,99,20260919031640,20260919031641,2175,shared,Delon Wright,CHA,26,45.0,0.76,-0.09,0.85,45.76,44.91,0.8500000000000014,3.3967304540951995,3.2847827903528084
sample,99,20260919031640,20260919031641,2188,shared,Cody Zeller,NYK,26,51.0,0.56,0.03,0.53,51.56,51.03,0.5300000000000011,2.972330310505122,2.484111124891171
sample,99,20260919031640,20260919031641,2190,shared,Tyler Zeller (PO),OKC,28,60.0,-0.31,1.0,-1.31,59.69,61.0,-1.3100000000000023,1.6556911340322904,0.7106690545187014
synthetic,42,20260919031642,20260919031643,0,shared,Age26 Skill35Prod0.5,SYA,26,27.0,-0.61,-1.23,0.62,26.39,25.77,0.620000000000001,4.483178435985889,3.6813891756545196
synthetic,42,20260919031642,20260919031643,1,shared,Age26 Skill35Prod1,SYB,26,27.0,0.79,0.65,0.14,27.79,27.65,0.14000000000000057,3.25760958403861,3.3465646489340295
synthetic,42,20260919031642,20260919031643,2,shared,Age26 Skill35Prod1.5,SYA,26,27.0,2.87,1.75,1.12,29.87,28.75,1.120000000000001,3.2741873847266323,3.3885576920458695
synthetic,42,20260919031642,20260919031643,3,shared,Age26 Skill50Prod0.5,SYB,26,55.0,-2.52,-2.79,0.27,52.48,52.21,0.269999999999996,1.35944135882384,1.3506077943435
synthetic,42,20260919031642,20260919031643,4,shared,Age26 Skill50Prod1,SYA,26,55.0,0.25,-0.52,0.77,55.25,54.48,0.7700000000000031,1.9765033914885286,1.150142722808036
synthetic,42,20260919031642,20260919031643,5,shared,Age26 Skill50Prod1.5,SYB,26,55.0,1.67,0.73,0.94,56.67,55.73,0.9400000000000048,1.39302011848539,1.6868774571839993
synthetic,42,20260919031642,20260919031643,6,shared,Age26 Skill65Prod0.5,SYA,26,74.0,-1.53,-1.98,0.44999999999999996,72.47,72.02,0.45000000000000284,0.915136463853751,0.7651500150000297
synthetic,42,20260919031642,20260919031643,7,shared,Age26 Skill65Prod1,SYB,26,74.0,-0.1,-0.33,0.23,73.9,73.67,0.23000000000000398,0.8226589066968623,0.7393007889659369
synthetic,42,20260919031642,20260919031643,8,shared,Age26 Skill65Prod1.5,SYA,26,74.0,1.69,0.6,1.0899999999999999,75.69,74.6,1.0900000000000034,0.7745314647572363,0.7913675671030662
synthetic,42,20260919031642,20260919031643,9,shared,Age26 Skill80Prod0.5,SYB,26,90.0,-1.42,-1.09,-0.32999999999999985,88.58,88.91,-0.3299999999999983,0.6541244437251889,0.2876234912646614
synthetic,42,20260919031642,20260919031643,10,shared,Age26 Skill80Prod1,SYA,26,90.0,-0.32,-1.1,0.78,89.68,88.9,0.7800000000000011,1.0719565798533581,0.30151134457776363
synthetic,42,20260919031642,20260919031643,11,shared,Age26 Skill80Prod1.5,SYB,26,90.0,-0.05,-1.13,1.0799999999999998,89.95,88.87,1.0799999999999983,0.2190429135575903,0.3379976689896311
synthetic,42,20260919031642,20260919031643,12,shared,Age29 Skill35Prod0.5,SYA,29,27.0,-1.39,-1.18,-0.20999999999999996,25.61,25.82,-0.21000000000000085,4.7564841442121315,3.7776054624990976
synthetic,42,20260919031642,20260919031643,13,shared,Age29 Skill35Prod1,SYB,29,27.0,0.21,0.25,-0.04000000000000001,27.21,27.25,-0.03999999999999915,4.812221394270503,3.2172985719404563
synthetic,42,20260919031642,20260919031643,14,shared,Age29 Skill35Prod1.5,SYA,29,27.0,1.94,1.74,0.19999999999999996,28.94,28.74,0.20000000000000284,4.668441221044069,3.362358479617327
synthetic,42,20260919031642,20260919031643,15,shared,Age29 Skill50Prod0.5,SYB,29,55.0,-3.06,-2.58,-0.48,51.94,52.42,-0.480000000000004,2.2102607369386362,2.1657573849591394
synthetic,42,20260919031642,20260919031643,16,shared,Age29 Skill50Prod1,SYA,29,55.0,-1.23,-0.51,-0.72,53.77,54.49,-0.7199999999999989,1.9376910137187675,1.6726860996250281
synthetic,42,20260919031642,20260919031643,17,shared,Age29 Skill50Prod1.5,SYB,29,55.0,0.34,0.26,0.08000000000000002,55.34,55.26,0.0800000000000054,1.5123732103130922,0.6759953379792621
synthetic,42,20260919031642,20260919031643,18,shared,Age29 Skill65Prod0.5,SYA,29,74.0,-2.26,-1.9,-0.3599999999999999,71.74,72.1,-0.35999999999999943,0.8946530279410227,0.6435381994422819
synthetic,42,20260919031642,20260919031643,19,shared,Age29 Skill65Prod1,SYB,29,74.0,-1.0,-0.57,-0.43000000000000005,73.0,73.43,-0.4300000000000068,0.9428090415820632,0.6999999999999998
synthetic,42,20260919031642,20260919031643,20,shared,Age29 Skill65Prod1.5,SYA,29,74.0,0.0,0.32,-0.32,74.0,74.32,-0.3199999999999932,0.876171654230361,0.7638287395970013
synthetic,42,20260919031642,20260919031643,21,shared,Age29 Skill80Prod0.5,SYB,29,90.0,-1.79,-1.14,-0.6500000000000001,88.21,88.86,-0.6500000000000057,0.832363071518843,0.348735088019777
synthetic,42,20260919031642,20260919031643,22,shared,Age29 Skill80Prod1,SYA,29,90.0,-1.07,-1.12,0.050000000000000044,88.93,88.88,0.05000000000001137,0.6072790781740128,0.3265986323710904
synthetic,42,20260919031642,20260919031643,23,shared,Age29 Skill80Prod1.5,SYB,29,90.0,-0.54,-1.09,0.55,89.46,88.91,0.5499999999999972,0.5009082659620331,0.2876234912646614
synthetic,42,20260919031642,20260919031643,24,shared,Age31 Skill35Prod0.5,SYA,31,27.0,-2.71,-4.23,1.5200000000000005,24.29,22.77,1.5199999999999996,0.967084549174748,0.6942039987778752
synthetic,42,20260919031642,20260919031643,25,shared,Age31 Skill35Prod1,SYB,31,27.0,-1.22,-2.27,1.05,25.78,24.73,1.0500000000000007,0.9906634854551474,0.7634980634744877
synthetic,42,20260919031642,20260919031643,26,shared,Age31 Skill35Prod1.5,SYA,31,27.0,0.1,-0.99,1.09,27.1,26.01,1.0899999999999999,1.0777829844714388,0.7316095442601369
synthetic,42,20260919031642,20260919031643,27,shared,Age31 Skill50Prod0.5,SYB,31,55.0,-3.52,-5.67,2.15,51.48,49.33,2.1499999999999986,1.3888444437333103,0.9954949025535496
synthetic,42,20260919031642,20260919031643,28,shared,Age31 Skill50Prod1,SYA,31,55.0,-1.52,-2.73,1.21,53.48,52.27,1.2099999999999937,1.210058851561536,1.1879444941629729
synthetic,42,20260919031642,20260919031643,29,shared,Age31 Skill50Prod1.5,SYB,31,55.0,0.09,-1.04,1.1300000000000001,55.09,53.96,1.1300000000000026,0.9438262980061962,0.8867145122657158
synthetic,42,20260919031642,20260919031643,30,shared,Age31 Skill65Prod0.5,SYA,31,74.0,-2.46,-3.57,1.1099999999999999,71.54,70.43,1.1099999999999994,0.8694593699303006,0.5366374921488413
synthetic,42,20260919031642,20260919031643,31,shared,Age31 Skill65Prod1,SYB,31,74.0,-1.11,-1.98,0.8699999999999999,72.89,72.02,0.8700000000000045,0.8749603165604459,0.6026875834396485
synthetic,42,20260919031642,20260919031643,32,shared,Age31 Skill65Prod1.5,SYA,31,74.0,-0.01,-0.88,0.87,73.99,73.12,0.8699999999999903,0.9480975102218594,0.5908391567007971
synthetic,42,20260919031642,20260919031643,33,shared,Age31 Skill80Prod0.5,SYB,31,90.0,-1.91,-4.74,2.83,88.09,85.26,2.8299999999999983,0.7260659179246174,0.9279062996930785
synthetic,42,20260919031642,20260919031643,34,shared,Age31 Skill80Prod1,SYA,31,90.0,-1.15,-4.75,3.6,88.85,85.25,3.5999999999999943,0.5751591786697668,0.9782999065065413
synthetic,42,20260919031642,20260919031643,35,shared,Age31 Skill80Prod1.5,SYB,31,90.0,-0.56,-4.61,4.050000000000001,89.44,85.39,4.049999999999997,0.498887651569859,0.9199802369418794
synthetic,42,20260919031642,20260919031643,36,shared,Age35 Skill35Prod0.5,SYA,35,27.0,-4.67,-4.82,0.15000000000000036,22.33,22.18,0.14999999999999858,0.9749902874419112,1.0384526173031865
synthetic,42,20260919031642,20260919031643,37,shared,Age35 Skill35Prod1,SYB,35,27.0,-3.25,-4.29,1.04,23.75,22.71,1.0399999999999991,1.1923578203363165,0.9774735523043814
synthetic,42,20260919031642,20260919031643,38,shared,Age35 Skill35Prod1.5,SYA,35,27.0,-1.72,-3.59,1.8699999999999999,25.28,23.41,1.870000000000001,1.035530411104972,0.7398471040517342
synthetic,42,20260919031642,20260919031643,39,shared,Age35 Skill50Prod0.5,SYB,35,55.0,-6.54,-6.55,0.009999999999999787,48.46,48.45,0.00999999999999801,1.6355890422571053,1.3734495390671022
synthetic,42,20260919031642,20260919031643,40,shared,Age35 Skill50Prod1,SYA,35,55.0,-4.06,-5.54,1.4800000000000004,50.94,49.46,1.4799999999999969,1.542790335788379,1.2903683602175409
synthetic,42,20260919031642,20260919031643,41,shared,Age35 Skill50Prod1.5,SYB,35,55.0,-1.93,-4.65,2.7200000000000006,53.07,50.35,2.719999999999999,1.3352637540685703,1.0671873729054748
synthetic,42,20260919031642,20260919031643,42,shared,Age35 Skill65Prod0.5,SYA,35,74.0,-4.06,-4.18,0.1200000000000001,69.94,69.82,0.12000000000000455,0.940878592195893,0.9361429572258911
synthetic,42,20260919031642,20260919031643,43,shared,Age35 Skill65Prod1,SYB,35,74.0,-2.69,-3.33,0.6400000000000001,71.31,70.67,0.6400000000000006,0.895499409223251,0.899550954194324
synthetic,42,20260919031642,20260919031643,44,shared,Age35 Skill65Prod1.5,SYA,35,74.0,-1.27,-2.99,1.7200000000000002,72.73,71.01,1.7199999999999989,0.8859737552261322,0.717670192393766
synthetic,42,20260919031642,20260919031643,45,shared,Age35 Skill80Prod0.5,SYB,35,90.0,-3.38,-6.43,3.05,86.62,83.57,3.0500000000000114,0.7355338884171829,1.2812162781962892
synthetic,42,20260919031642,20260919031643,46,shared,Age35 Skill80Prod1,SYA,35,90.0,-2.32,-6.34,4.02,87.68,83.66,4.02000000000001,0.6945676658355489,1.2162203415466786
synthetic,42,20260919031642,20260919031643,47,shared,Age35 Skill80Prod1.5,SYB,35,90.0,-1.49,-6.44,4.95,88.51,83.56,4.950000000000003,0.5024183937956914,1.2253220562016098
synthetic,42,20260919031642,20260919031643,48,shared,Age40 Skill35Prod0.5,SYA,40,27.0,-7.41,-4.93,-2.4800000000000004,19.59,22.07,-2.4800000000000004,0.7120180453961102,1.0075974023649157
synthetic,42,20260919031642,20260919031643,49,shared,Age40 Skill35Prod1,SYB,40,27.0,-5.86,-4.18,-1.6800000000000006,21.14,22.82,-1.6799999999999997,0.964207949405609,0.9361429572258906
synthetic,42,20260919031642,20260919031643,50,shared,Age40 Skill35Prod1.5,SYA,40,27.0,-4.16,-3.7,-0.45999999999999996,22.84,23.3,-0.46000000000000085,1.0417545417479712,0.7849596270902193
synthetic,42,20260919031642,20260919031643,51,shared,Age40 Skill50Prod0.5,SYB,40,55.0,-11.26,-6.72,-4.54,43.74,48.28,-4.539999999999999,1.5349135467379253,1.4219065306194292
synthetic,42,20260919031642,20260919031643,52,shared,Age40 Skill50Prod1,SYA,40,55.0,-8.15,-5.78,-2.37,46.85,49.22,-2.3699999999999974,1.629122587173968,1.106272291905742
synthetic,42,20260919031642,20260919031643,53,shared,Age40 Skill50Prod1.5,SYB,40,55.0,-5.83,-4.58,-1.25,49.17,50.42,-1.25,1.4146063449281963,1.0558160231534064
synthetic,42,20260919031642,20260919031643,54,shared,Age40 Skill65Prod0.5,SYA,40,74.0,-6.6,-4.03,-2.5699999999999994,67.4,69.97,-2.569999999999993,0.8876253645985948,0.7971540286886502
synthetic,42,20260919031642,20260919031643,55,shared,Age40 Skill65Prod1,SYB,40,74.0,-5.21,-3.67,-1.54,68.79,70.33,-1.539999999999992,0.8562898593539007,0.7528397417562895
synthetic,42,20260919031642,20260919031643,56,shared,Age40 Skill65Prod1.5,SYA,40,74.0,-3.55,-2.96,-0.5899999999999999,70.45,71.04,-0.5900000000000034,0.8804842561071294,0.6500971178418365
synthetic,42,20260919031642,20260919031643,57,shared,Age40 Skill80Prod0.5,SYB,40,90.0,-5.59,-6.38,0.79,84.41,83.62,0.789999999999992,0.6371495868001453,1.4268705603381113
